OBJECTID,Species,Count,Repeat Observation,Substrate,Sex,Breeding Activity,Observation Notes,Water Level,Observers,Starting Time,Ending Time,Starting Temp (F),Starting % Cloud Cover,Starting Cloud Height,Starting Wind Speed,Starting Wind Direction,Starting Rain,Ending Temp (F),Ending % Cloud Cover,Ending Cloud Height,Ending Wind Speed,Ending Wind Direction,Ending Rain,Weather Note,GlobalID,Speed (km/h),Direction of travel (°),Compass reading (°),Position source type,Receiver Name,Horizontal Accuracy (m),Vertical Accuracy (m),Latitude,Longitude,Altitude,PDOP,HDOP,VDOP,Fix Type,Correction Age,Station ID,Number of Satellites,Fix Time,Average Horizontal Accuracy (m),Average Vertical Accuracy (m),Averaged Positions,Standard Deviation (m),CreationDate,Creator,EditDate,Editor,x,y
1,Killdeer,2,No,,,,,,"CB, OF",700,,,100,Low,,,,,,,,,,,c3ba33c8-8eb3-4b64-bad0-c5215f898452,,,,,Samsung SM-T713,4.23,3.76,34.4109807666667,-119.848549816667,-91.6,1.2,0.9,0.8,1,,,10,7/14/2022 1:59:10 PM,,,,,7/14/2022 2:00:42 PM,ccber_user,7/14/2022 2:00:42 PM,ccber_user,-119.848549816634,34.4109807665
2,Hooded Oriole,2,No,,,,,,,,,,,,,,,,,,,,,,48605563-7da1-4534-9c12-c2d54f93339e,,,,,,,,,,,,,,,,,,,,,,,7/14/2022 2:04:03 PM,ccber_user,7/14/2022 2:04:03 PM,ccber_user,-119.848439769419,34.4111989933932
3,House Finch,1,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,963db538-7169-4783-af40-1b8519fd9cc3,,,,,,,,,,,,,,,,,,,,,,,7/14/2022 2:10:18 PM,ccber_user,7/14/2022 2:10:18 PM,ccber_user,-119.848300966233,34.4111879930544
4,Common Yellowthroat,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,a0a7dbe4-1615-4767-b69b-2a627a9463be,,,,,,,,,,,,,,,,,,,,,,,7/14/2022 2:11:11 PM,ccber_user,7/14/2022 2:11:11 PM,ccber_user,-119.847577975142,34.4109250465073
5,Anna's Hummingbird,1,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,63b6c891-8425-44b5-80f0-f5900491c9b1,,,,,Samsung SM-T713,6.58,4.7,34.4109089666667,-119.8476679,-19.5,1.7,1.4,1,1,,,6,7/14/2022 2:14:16 PM,,,,,7/14/2022 2:14:26 PM,ccber_user,7/14/2022 2:14:26 PM,ccber_user,-119.847667900096,34.4109089665275
6,Song Sparrow,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,6735c74b-0d90-49b7-8b92-3806c73ee4c3,,,,,,,,,,,,,,,,,,,,,,,7/14/2022 2:15:05 PM,ccber_user,7/14/2022 2:15:05 PM,ccber_user,-119.848121044461,34.4108456507896
7,Greater Yellowlegs,4,Yes,Flyover,,,,,,,,,,,,,,,,,,,,,26f9a3ac-ccf6-40db-a71a-1cbff117eae8,,,,,,,,,,,,,,,,,,,,,,,7/14/2022 2:16:26 PM,ccber_user,7/14/2022 2:16:26 PM,ccber_user,-119.848158382936,34.410291174135
8,California Towhee,1,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,f9e57006-e749-4cd0-b021-fddf04bf3526,,,,,,,,,,,,,,,,,,,,,,,7/14/2022 2:18:34 PM,ccber_user,7/14/2022 2:18:34 PM,ccber_user,-119.847411620627,34.4101556348711
9,Black-necked Stilt,3,No,Water - Wading,,,,,,,,,,,,,,,,,,,,,8eb9c593-48a8-4021-b791-92baa477d503,,,,,,,,,,,,,,,,,,,,,,,7/14/2022 2:18:55 PM,ccber_user,7/14/2022 2:18:55 PM,ccber_user,-119.847911951697,34.4106176995069
10,Hooded Oriole,1,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,1186c9bc-135a-4eb6-b78a-bc4e4bcee4fe,,,,,,,,,,,,,,,,,,,,,,,7/14/2022 2:19:45 PM,ccber_user,7/14/2022 2:19:45 PM,ccber_user,-119.84738921844,34.4099400036366
11,Brown Pelican,1,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,1b4e66d5-3305-4493-a7eb-5fc46d0e8d07,,,,,,,,,,,,,,,,,,,,,,,7/14/2022 2:21:49 PM,ccber_user,7/14/2022 2:21:49 PM,ccber_user,-119.848345073513,34.4092068531332
12,House Finch,1,No,Vegetation - Tree,Uncertain,,,,,,,,,,,,,,,,,,,,78a1b858-9423-4e5c-94e3-1aaefc9c73a6,,,,,,,,,,,,,,,,,,,,,,,7/14/2022 2:23:54 PM,ccber_user,7/14/2022 2:23:54 PM,ccber_user,-119.847239865439,34.4098229467232
13,Anna's Hummingbird,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,1dfc85b4-ab62-4993-9ee7-86d975ed40e1,,,,,,,,,,,,,,,,,,,,,,,7/14/2022 2:26:09 PM,ccber_user,7/14/2022 2:26:09 PM,ccber_user,-119.847196426505,34.4095149004954
14,Anna's Hummingbird,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,a9946d17-647c-48f0-b437-e31f08851d84,,,,,,,,,,,,,,,,,,,,,,,7/14/2022 2:27:39 PM,ccber_user,7/14/2022 2:27:39 PM,ccber_user,-119.84686785152,34.4093300726588
15,Double-crested Cormorant,67,No,Vegetation - Tree,,,,,,,,,,,,,,,,,,,,,788e26cf-6b26-479f-90c8-e1577d707b4d,,,,,,,,,,,,,,,,,,,,,,,7/14/2022 2:32:20 PM,ccber_user,7/14/2022 2:52:23 PM,ccber_user,-119.844707723961,34.4087989176042
16,California Towhee,3,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,dd1cdfcc-3898-4094-ba58-2c6b93e625c7,,,,,,,,,,,,,,,,,,,,,,,7/14/2022 2:34:16 PM,ccber_user,7/14/2022 2:37:06 PM,ccber_user,-119.845912833677,34.4090473453917
17,Scaly-breasted Munia,3,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,7f61de76-bcfd-4e7a-aec6-d0b2410daf9c,,,,,,,,,,,,,,,,,,,,,,,7/14/2022 2:34:48 PM,ccber_user,7/14/2022 2:34:48 PM,ccber_user,-119.84599732023,34.4090843752986
18,Song Sparrow,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,33f73397-21c5-4ea0-af23-6feb0a713272,,,,,,,,,,,,,,,,,,,,,,,7/14/2022 2:35:46 PM,ccber_user,7/14/2022 2:35:46 PM,ccber_user,-119.845680497005,34.4089972463414
19,Yellow-rumped Warbler,1,No,Vegetation - Shrub,J,,,,,,,,,,,,,,,,,,,,7491dd21-6416-484c-9ed3-8d17131a67ca,,,,,,,,,,,,,,,,,,,,,,,7/14/2022 2:36:18 PM,ccber_user,7/14/2022 2:36:18 PM,ccber_user,-119.846013161121,34.4088491272022
20,Common Yellowthroat,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,7c852531-c6b2-43a4-b0bf-3378e44c942b,,,,,,,,,,,,,,,,,,,,,,,7/14/2022 2:36:44 PM,ccber_user,7/14/2022 2:36:44 PM,ccber_user,-119.845828348023,34.4088142761251
21,Bullock's Oriole,2,No,Vegetation - Tree,,Feeding/Begging,,,,,,,,,,,,,,,,,,,a97ec340-4aa3-4ea6-91dd-6d328ee9523a,,,,,,,,,,,,,,,,,,,,,,,7/14/2022 2:38:36 PM,ccber_user,7/14/2022 2:46:38 PM,ccber_user,-119.846139890052,34.4088317016655
22,Anna's Hummingbird,1,No,Vegetation - Shrub,,,,,,,,,,,,,,,,,,,,,bd792173-7fef-4e6e-80c4-a51792caeed2,,,,,,,,,,,,,,,,,,,,,,,7/14/2022 2:43:49 PM,ccber_user,7/14/2022 2:43:49 PM,ccber_user,-119.845337420517,34.4088405167108
