OBJECTID,Species,Count,Repeat Observation,Substrate,Sex,Breeding Activity,Observation Notes,Water Level,Observers,Starting Time,Ending Time,Starting Temp (F),Starting % Cloud Cover,Starting Cloud Height,Starting Wind Speed,Starting Wind Direction,Starting Rain,Ending Temp (F),Ending % Cloud Cover,Ending Cloud Height,Ending Wind Speed,Ending Wind Direction,Ending Rain,Weather Note,GlobalID,CreationDate,Creator,EditDate,Editor,x,y
1,Brown Pelican,1,No,,,,,,"CB, CM, GK",6:54,,65,0,,,,,,,,,,,,4e6493da-9a28-40d4-b8a3-1fd85ab07b20,7/19/21 13:54,ccber_user,7/19/21 13:54,ccber_user,-119.8483764,34.40910521
2,Greater Yellowlegs,1,No,,,,,,,,,,,,,,,,,,,,,,bd5d0d18-b755-414d-876f-e7340d7bc089,7/19/21 13:57,ccber_user,7/19/21 13:57,ccber_user,-119.8480665,34.41064472
3,Hooded Oriole,1,No,,,,,,,,,,,,,,,,,,,,,,6f964890-9793-447d-a9e6-857f09344a23,7/19/21 13:59,ccber_user,7/19/21 13:59,ccber_user,-119.8474037,34.41084086
4,Eurasian Collared-Dove,2,No,,,,,,,,,,,,,,,,,,,,,,9c13bb92-a98b-4e85-87bd-00d16c28a322,7/19/21 13:59,ccber_user,7/19/21 13:59,ccber_user,-119.8473893,34.41048424
5,Allen's Hummingbird,2,No,,,,,,,,,,,,,,,,,,,,,,4d6e4269-864c-40af-a025-6073af44c5f4,7/19/21 14:01,ccber_user,7/19/21 14:01,ccber_user,-119.8475045,34.41042481
6,Double-crested Cormorant,6,No,,,,,,,,,,,,,,,,,,,,,,5c0ce20d-8abd-44c7-b8ae-2165a703d623,7/19/21 14:02,ccber_user,7/19/21 14:07,ccber_user,-119.8483475,34.40909342
7,House Finch,4,No,,,,,,,,,,,,,,,,,,,,,,9b52cf34-afc7-4db8-bf92-258dbe823cfa,7/19/21 14:03,ccber_user,7/19/21 14:03,ccber_user,-119.8473172,34.41020489
8,California Towhee,1,No,,,,,,,,,,,,,,,,,,,,,,ded91bbf-ea35-457e-8969-f5c60cdac2ad,7/19/21 14:03,ccber_user,7/19/21 14:03,ccber_user,-119.8476998,34.41041878
9,Hooded Oriole,2,No,,,,,,,,,,,,,,,,,,,,,,8a63d4e4-c8a6-4a8f-9415-fd3d7e248b8a,7/19/21 14:04,ccber_user,7/19/21 14:06,ccber_user,-119.8474901,34.41031782
10,Oak Titmouse,1,No,,,,,,,,,,,,,,,,,,,,,,00ed887c-748d-4adb-ac03-30314609a9c1,7/19/21 14:04,ccber_user,7/19/21 14:04,ccber_user,-119.8476992,34.41041858
11,Allen's Hummingbird,1,No,,,,,,,,,,,,,,,,,,,,,,28ebb297-38e9-4713-9cf0-f446c416d34c,7/19/21 14:06,ccber_user,7/19/21 14:06,ccber_user,-119.8473316,34.41024055
12,Hooded Oriole,3,No,,,,,,,,,,,,,,,,,,,,,,453565c2-1d3e-460d-88eb-b78bbeec8c48,7/19/21 14:11,ccber_user,7/19/21 14:13,ccber_user,-119.8468706,34.40933711
13,Bewick's Wren,1,No,,,,,,,,,,,,,,,,,,,,,,6da3f029-d8af-4909-9219-c76fa8772a12,7/19/21 14:13,ccber_user,7/19/21 14:13,ccber_user,-119.8470147,34.40931928
14,Allen's Hummingbird,1,No,,,,,,,,,,,,,,,,,,,,,,1fee55c1-db8c-4cd8-a418-0ba9d155bead,7/19/21 14:13,ccber_user,7/19/21 14:13,ccber_user,-119.8469121,34.40916415
15,California Scrub-Jay,1,Yes,,,,,,,,,,,,,,,,,,,,,,19307322-4078-4a5c-916b-19dc6eb1759b,7/19/21 14:14,ccber_user,7/19/21 14:14,ccber_user,-119.8481506,34.40852282
16,Double-crested Cormorant,15,No,,,,,,,,,,,,,,,,,,,,,,817a62c2-d73b-4f26-8678-6c32a09bc5d6,7/19/21 14:15,ccber_user,7/19/21 14:23,ccber_user,-119.8445412,34.40883784
17,Northern Mockingbird,1,No,,,,,,,,,,,,,,,,,,,,,,b6211f11-eb68-4a4a-95d2-9545d92ad53e,7/19/21 14:15,ccber_user,7/19/21 14:15,ccber_user,-119.8464792,34.40918852
18,Song Sparrow,1,No,,,,,,,,,,,,,,,,,,,,,,586fca30-be7e-471a-851b-4b1a7a827af6,7/19/21 14:16,ccber_user,7/19/21 14:16,ccber_user,-119.8463711,34.40884378
19,Anna's Hummingbird,2,No,,,,,,,,,,,,,,,,,,,,,,793ff141-a2d3-44b9-a0e4-cb9305221e46,7/19/21 14:17,ccber_user,7/19/21 14:17,ccber_user,-119.846092,34.40904077
