OBJECTID,Species,Count,Repeat Observation,Substrate,Sex,Breeding Activity,Observation Notes,Water Level,Observers,Starting Time,Ending Time,Starting Temp (F),Starting % Cloud Cover,Starting Cloud Height,Starting Wind Speed,Starting Wind Direction,Starting Rain,Ending Temp (F),Ending % Cloud Cover,Ending Cloud Height,Ending Wind Speed,Ending Wind Direction,Ending Rain,Weather Note,GlobalID,CreationDate,Creator,EditDate,Editor,x,y
1,Brown Pelican,7,No,,,,,,Lisa linus,700,,,,,,,,,,,,,,,e0cf90b6-bfdd-4ff6-9082-4729147e4944,5/26/21 13:58,ccber_user,5/26/21 13:58,ccber_user,-119.8464588,34.40943982
2,Double-crested Cormorant,2,No,,,,,,,,,,,,,,,,,,,,,,3ff9ff4e-bd2f-45e4-8245-200fd9f0e9e3,5/26/21 13:58,ccber_user,5/26/21 13:58,ccber_user,-119.8483962,34.40908196
3,Red-tailed Hawk,1,No,,,,,,,,,,,,,,,,,,,,,,c50635b8-472a-49bd-a622-9cd547cd5268,5/26/21 13:59,ccber_user,5/26/21 13:59,ccber_user,-119.8466665,34.40943114
4,American Crow,1,No,,,,,,,,,,,,,,,,,,,,,,608f7bc1-710f-4fbb-b079-d86dcfbf77ed,5/26/21 13:59,ccber_user,5/26/21 13:59,ccber_user,-119.848564,34.40919931
5,House Finch,1,No,,,,,,,,,,,,,,,,,,,,,,f3254f6b-c36b-4060-bd38-5b9c52bef278,5/26/21 13:59,ccber_user,5/26/21 13:59,ccber_user,-119.8484178,34.4112123
6,Ruddy Duck,1,No,,,,,,,,,,,,,,,,,,,,,,1b31b006-223b-47ad-b27e-05e93aa71627,5/26/21 14:00,ccber_user,5/26/21 14:00,ccber_user,-119.84851,34.41055698
7,Northern Rough-winged Swallow,1,No,Air,,,,,,,,,,,,,,,,,,,,,67421611-1716-4c72-ace7-eb9753c85840,5/26/21 14:01,ccber_user,5/26/21 14:01,ccber_user,-119.8482969,34.41023201
8,American Crow,1,No,,,,,,,,,,,,,,,,,,,,,,32ca66c2-fa63-453a-986a-15c7ce4109b0,5/26/21 14:01,ccber_user,5/26/21 14:01,ccber_user,-119.8479919,34.41111254
9,Song Sparrow,1,No,,,,,,,,,,,,,,,,,,,,,,db387831-7979-45e9-9fba-ec47ec2d6ca8,5/26/21 14:01,ccber_user,5/26/21 14:01,ccber_user,-119.8482259,34.41088048
10,Hooded Oriole,1,No,,,,,,,,,,,,,,,,,,,,,,1544e2b2-a0aa-4aa7-b942-2262ac3c5902,5/26/21 14:02,ccber_user,5/26/21 14:02,ccber_user,-119.8474543,34.41084144
11,California Towhee,1,No,,,,,,,,,,,,,,,,,,,,,,e0d2eccb-462c-4849-98ed-eb1bbf06cf3c,5/26/21 14:03,ccber_user,5/26/21 14:03,ccber_user,-119.8475043,34.41104097
12,European Starling,2,No,,,,,,,,,,,,,,,,,,,,,,066e1585-a0be-4f42-b4fd-f810a4adaf25,5/26/21 14:03,ccber_user,5/26/21 14:03,ccber_user,-119.847549,34.41065492
13,House Finch,1,No,,,,,,,,,,,,,,,,,,,,,,159a8c86-f2f4-4d7f-b27e-3a25adb87b33,5/26/21 14:03,ccber_user,5/26/21 14:03,ccber_user,-119.8473255,34.41103663
14,Mallard,2,No,,,,,,,,,,,,,,,,,,,,,,b4a65271-7a01-49ed-8f77-1e6d513cfa01,5/26/21 14:05,ccber_user,5/26/21 14:05,ccber_user,-119.8478066,34.41057034
15,Oak Titmouse,2,No,,,,,,,,,,,,,,,,,,,,,,0bf6ffbf-06b1-4851-be8d-1880af0f96db,5/26/21 14:06,ccber_user,5/26/21 14:06,ccber_user,-119.8476068,34.41102795
16,Song Sparrow,1,No,,,,,,,,,,,,,,,,,,,,,,80c28914-a8ca-45ca-b0ef-b52e96098255,5/26/21 14:07,ccber_user,5/26/21 14:07,ccber_user,-119.8474254,34.41066793
17,Hooded Oriole,2,No,,,,,,,,,,,,,,,,,,,,,,b14a55bf-ac95-4853-8867-562533f1ec27,5/26/21 14:09,ccber_user,5/26/21 14:09,ccber_user,-119.8474885,34.40986788
18,California Scrub-Jay,1,No,,,,,,,,,,,,,,,,,,,,,,f67f9724-383d-454a-b7a8-5910a7277b29,5/26/21 14:12,ccber_user,5/26/21 14:12,ccber_user,-119.8474491,34.41001723
19,Acorn Woodpecker,3,No,,,,,,,,,,,,,,,,,,,,,,4f939a34-8dbf-45c7-af23-d82eca738858,5/26/21 14:12,ccber_user,5/26/21 14:12,ccber_user,-119.8484585,34.4090738
20,Song Sparrow,2,No,,,,,,,,,,,,,,,,,,,,,,60e2ca23-3810-4071-9a7a-fcb9dd2917e4,5/26/21 14:13,ccber_user,5/26/21 14:13,ccber_user,-119.8471126,34.40962137
21,Great Blue Heron,1,No,,,,,,,,,,,,,,,,,,,,,,75af7c33-f0d9-4a63-9508-26fca71c03d1,5/26/21 14:15,ccber_user,5/26/21 14:15,ccber_user,-119.846132,34.40886879
22,American Crow,8,No,,,,harassing rth,,,,,,,,,,,,,,,,,,0c90f127-88a3-4f82-8183-58524034fea6,5/26/21 14:15,ccber_user,5/26/21 14:17,ccber_user,-119.8465605,34.40923749
23,Hooded Oriole,2,No,,,,,,,,,,,,,,,,,,,,,,05522885-6fa2-4e86-bfa5-dde1e61f7f73,5/26/21 14:17,ccber_user,5/26/21 14:17,ccber_user,-119.8468024,34.40927003
24,House Finch,1,No,,,,,,,,,,,,,,,,,,,,,,52bea39a-67c9-4138-8431-a34db72c223c,5/26/21 14:20,ccber_user,5/26/21 14:20,ccber_user,-119.8462635,34.40916809
25,Song Sparrow,2,No,,,,,,,,,,,,,,,,,,,,,,79242780-6991-419e-a270-63f5f48fdcfa,5/26/21 14:21,ccber_user,5/26/21 14:21,ccber_user,-119.8459147,34.40908421
26,House Wren,1,No,,,,,,,,,,,,,,,,,,,,,,0bdf2721-102c-4b2d-876f-a0186ee7e433,5/26/21 14:21,ccber_user,5/26/21 14:21,ccber_user,-119.8457964,34.409043
27,Common Yellowthroat,2,No,,,,,,,,,,,,,,,,,,,,,,63baa668-ef62-48c0-8f77-e906d5daae5b,5/26/21 14:22,ccber_user,5/26/21 14:22,ccber_user,-119.8460146,34.40888251
28,Song Sparrow,2,No,,,,,,,,,,,,,,,,,,,,,,ca68d513-3910-4e91-9cb6-226da660bd4c,5/26/21 14:23,ccber_user,5/26/21 14:23,ccber_user,-119.845891,34.40881744
29,Peregrine Falcon,1,No,,,,,,,,,,,,,,,,,,,,,,b05c6448-f267-4429-bf93-357ce77bcb60,5/26/21 14:24,ccber_user,5/26/21 14:24,ccber_user,-119.8453101,34.40852682
30,Acorn Woodpecker,1,No,,,,,,,,,,,,,,,,,,,,,,356ed282-2712-403f-b637-2ea9ebb4e24a,5/26/21 14:25,ccber_user,5/26/21 14:25,ccber_user,-119.8453469,34.40917313
31,Northern Rough-winged Swallow,2,No,Air,,,,,,,,,,,,,,,,,,,,,0c5294e3-6937-4ec6-9aa6-9d0a543ad926,5/26/21 14:26,ccber_user,5/26/21 14:26,ccber_user,-119.8453821,34.40804244
32,House Finch,2,No,,,,,,,,,,,,,,,,,,,,,,04f46b56-9e5b-4ef9-aef1-5002f7a64a6c,5/26/21 14:26,ccber_user,5/26/21 14:26,ccber_user,-119.8453158,34.40892146
33,Double-crested Cormorant,1,No,,,,,,,,,,,,,,,,,,,,,,5d38eb9e-408d-45fa-a324-29f123bd0151,5/26/21 14:27,ccber_user,5/26/21 14:27,ccber_user,-119.8450597,34.40815587
34,Northern Mockingbird,1,No,,,Carrying Nest Material,,,,,,,,,,,,,,,,,,,fe4f6e5d-e957-4fa6-b898-7e80ab471cf2,5/26/21 14:28,ccber_user,5/26/21 14:28,ccber_user,-119.8451896,34.40871057
35,Cassin's Kingbird,1,No,,,,,,,,,,,,,,,,,,,,,,c40532d1-6927-49bc-8df7-1f9a9d5304bd,5/26/21 14:29,ccber_user,5/26/21 14:29,ccber_user,-119.8452584,34.40918542
36,Red-tailed Hawk,1,No,,,,second hawk other still harrassed,,,,,,,,,,,,,,,,,,80dc07c0-5228-425d-8ec9-fc24b583379b,5/26/21 14:31,ccber_user,5/26/21 14:31,ccber_user,-119.8459256,34.4063804
37,Gadwall,2,No,,,,,,,,,,,,,,,,,,,,,,d0363a3e-3ef8-49b7-b79f-8c82d4b1ccd6,5/26/21 14:31,ccber_user,5/26/21 14:31,ccber_user,-119.8460198,34.40871267
38,Great Blue Heron,1,No,,,,2nd,,,,,,,,,,,,,,,,,,3d4659bc-ec6a-4134-96a3-8d5009ea33eb,5/26/21 14:31,ccber_user,5/26/21 14:31,ccber_user,-119.8461115,34.40877885
