OBJECTID,Species,Count,Repeat Observation,Substrate,Sex,Breeding Activity,Observation Notes,Water Level,Observers,Starting Time,Ending Time,Starting Temp (F),Starting % Cloud Cover,Starting Cloud Height,Starting Wind Speed,Starting Wind Direction,Starting Rain,Ending Temp (F),Ending % Cloud Cover,Ending Cloud Height,Ending Wind Speed,Ending Wind Direction,Ending Rain,Weather Note,GlobalID,CreationDate,Creator,EditDate,Editor,x,y
1,Black-necked Stilt,1,No,,,,,,,,,,,,,,,,,,,,,,1bdb1587-1d82-4ff4-9568-d1faa0e4fa8c,6/22/21 13:52,ccber_user,6/22/21 13:52,ccber_user,-119.8492889,34.41127839
2,Black Phoebe,1,No,,,,,,,,,,,,,,,,,,,,,,2905da2a-4b1b-4de9-8687-46e34d5808e8,6/22/21 13:54,ccber_user,6/22/21 13:54,ccber_user,-119.8493743,34.41144723
3,Northern Rough-winged Swallow,1,No,,,,,,,,,,,,,,,,,,,,,,ca9b0c55-cf44-4159-b97b-74d9fcbe0d30,6/22/21 13:54,ccber_user,6/22/21 13:54,ccber_user,-119.8493254,34.41151023
4,Cliff Swallow,2,No,Building,,Nest Building,,,,,,,,,,,,,,,,,,,4462a2ce-76a8-4399-bd62-e77ae63e3d50,6/22/21 13:55,ccber_user,6/22/21 13:55,ccber_user,-119.849642,34.41164051
5,Hooded Oriole,1,No,,,,,,,,,,,,,,,,,,,,,,012908f8-2df4-4eff-80d0-7f1ee524e0a9,6/22/21 13:56,ccber_user,6/22/21 13:56,ccber_user,-119.8492428,34.41165835
6,Willet,1,No,,,,,,,,,,,,,,,,,,,,,,8f08b28d-d4c0-4562-a3cb-3822c5f49272,6/22/21 13:57,ccber_user,6/22/21 13:57,ccber_user,-119.8503144,34.41115019
7,Killdeer,1,No,,,,,,,,,,,,,,,,,,,,,,02bbe8d2-430c-490d-bd11-40cf97cbe8c5,6/22/21 13:57,ccber_user,6/22/21 13:57,ccber_user,-119.8503399,34.41113748
8,Black-necked Stilt,2,No,,,,,,,,,,,,,,,,,,,,,,0f80b15a-fbd0-4eb0-9771-033b668adf2e,6/22/21 13:57,ccber_user,6/22/21 14:05,ccber_user,-119.8502959,34.4111338
9,Black Phoebe,1,No,,,,,,,,,,,,,,,,,,,,,,e89a86c8-0fdc-41d6-8988-e1993f7e0cfe,6/22/21 13:58,ccber_user,6/22/21 13:58,ccber_user,-119.8503806,34.41111526
10,Black Phoebe,2,No,Other,,,flying into storm drain,,,,,,,,,,,,,,,,,,fda7e136-91d5-4d47-b3c0-64cca579d7d7,6/22/21 13:59,ccber_user,6/22/21 13:59,ccber_user,-119.8501893,34.41162134
11,Song Sparrow,1,No,,,,,,,,,,,,,,,,,,,,,,e9b83909-6620-4cc7-8833-383d9447268e,6/22/21 14:02,ccber_user,6/22/21 14:02,ccber_user,-119.8503398,34.41142294
12,Great Blue Heron,1,No,,,,,,,,,,,,,,,,,,,,,,f3fd9827-8e3f-45be-825f-2b1c635ff83d,6/22/21 14:03,ccber_user,6/22/21 14:03,ccber_user,-119.8495197,34.40947596
13,Gadwall,3,No,,,,,,,,,,,,,,,,,,,,,,4e3332fd-4e84-4a39-aaad-e558b9112625,6/22/21 14:04,ccber_user,6/22/21 14:04,ccber_user,-119.8499009,34.41062477
14,American Crow,1,No,Air,,,,,,,,,,,,,,,,,,,,,c63f8301-d5d0-48db-9901-aa18a8ed2c50,6/22/21 14:07,ccber_user,6/22/21 14:07,ccber_user,-119.8502041,34.41082023
15,Common Yellowthroat,1,No,,,,,,,,,,,,,,,,,,,,,,3dd7a8e2-b8be-4904-9cb7-7fb4325f5cdb,6/22/21 14:09,ccber_user,6/22/21 14:09,ccber_user,-119.8511633,34.41067947
16,Great Blue Heron,2,No,Air,,,,,,,,,,,,,,,,,,,,,5bf2e595-f46f-4457-bba9-da9a7d7eedda,6/22/21 14:11,ccber_user,6/22/21 14:13,ccber_user,-119.8500945,34.41060738
17,American Crow,5,No,,,,,,,,,,,,,,,,,,,,,,f2638c48-64f7-4b36-8901-e7f955abe2b3,6/22/21 14:12,ccber_user,6/22/21 14:12,ccber_user,-119.8498683,34.4090076
18,House Finch,3,No,,,,,,,,,,,,,,,,,,,,,,e32e14b6-dd7a-480d-99a1-1128fea0e949,6/22/21 14:13,ccber_user,6/22/21 14:13,ccber_user,-119.850701,34.41041201
